               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 204,            0.012047,           0.0057156,           0.0038245,             0.70928,             0.73033,             0.76703,             0.61575,           0.0075334,           0.0039976,            0.011091,           0.0099799,           0.0099799,           0.0099799
                 205,              0.0121,           0.0056509,           0.0040061,             0.70553,             0.73407,             0.76761,             0.61607,            0.007535,           0.0039985,             0.01107,           0.0099798,           0.0099798,           0.0099798
                 206,            0.012437,           0.0057207,           0.0039027,              0.7061,             0.73569,             0.76766,             0.61618,            0.007534,            0.003999,             0.01108,           0.0099797,           0.0099797,           0.0099797
                 207,            0.012173,           0.0057633,           0.0042767,             0.70681,             0.73458,             0.76756,             0.61576,           0.0075409,           0.0040029,            0.011061,           0.0099796,           0.0099796,           0.0099796
                 208,             0.01217,           0.0057019,           0.0043323,             0.70704,             0.73516,             0.76755,             0.61545,           0.0075569,           0.0039928,            0.011063,           0.0099795,           0.0099795,           0.0099795
                 209,            0.012009,           0.0057131,           0.0040067,             0.70699,             0.73695,               0.767,             0.61484,           0.0075674,           0.0039825,            0.011074,           0.0099794,           0.0099794,           0.0099794
                 210,            0.012109,           0.0056642,           0.0039096,             0.70516,              0.7381,              0.7679,             0.61503,           0.0075643,           0.0039813,            0.011054,           0.0099793,           0.0099793,           0.0099793
                 211,             0.01192,           0.0056724,           0.0041225,             0.70575,             0.73871,             0.76869,             0.61591,           0.0075644,           0.0039785,             0.01097,           0.0099792,           0.0099792,           0.0099792
                 212,            0.011992,           0.0057134,           0.0037634,              0.7051,             0.73973,             0.76902,             0.61591,           0.0075682,           0.0039721,            0.010912,           0.0099791,           0.0099791,           0.0099791
                 213,            0.012111,           0.0057401,           0.0041597,             0.70405,             0.74055,             0.76878,             0.61576,           0.0075498,           0.0039694,            0.010908,            0.009979,            0.009979,            0.009979
                 214,            0.011809,           0.0056813,           0.0039334,             0.70411,              0.7403,             0.76758,             0.61498,            0.007552,           0.0039689,            0.010933,           0.0099789,           0.0099789,           0.0099789
                 215,            0.012182,           0.0057069,           0.0040264,             0.71105,             0.72989,             0.76636,              0.6138,           0.0075583,           0.0039756,            0.010937,           0.0099788,           0.0099788,           0.0099788
                 216,            0.012167,           0.0056618,           0.0042196,             0.71046,             0.72878,              0.7657,             0.61319,           0.0075558,           0.0039804,             0.01097,           0.0099787,           0.0099787,           0.0099787
                 217,            0.011856,           0.0056208,           0.0040934,             0.70893,             0.73024,             0.76512,             0.61263,           0.0075495,           0.0039852,            0.010961,           0.0099786,           0.0099786,           0.0099786
                 218,            0.012006,           0.0056926,           0.0040888,             0.70424,             0.73744,             0.76403,             0.61141,           0.0075578,           0.0039892,            0.010982,           0.0099785,           0.0099785,           0.0099785
                 219,            0.011844,           0.0056507,           0.0038704,             0.70467,             0.73753,             0.76349,             0.61128,           0.0075494,           0.0039875,            0.011008,           0.0099784,           0.0099784,           0.0099784
                 220,            0.012031,           0.0056621,           0.0039141,             0.70421,             0.73882,             0.76345,             0.61053,           0.0075628,           0.0039796,             0.01104,           0.0099783,           0.0099783,           0.0099783
                 221,            0.011893,           0.0056515,           0.0039451,             0.70393,             0.73883,             0.76337,             0.61015,           0.0075803,            0.003965,             0.01105,           0.0099782,           0.0099782,           0.0099782
                 222,            0.011822,           0.0056252,           0.0038579,             0.70321,             0.74095,             0.76356,             0.60981,           0.0076058,           0.0039526,             0.01104,           0.0099781,           0.0099781,           0.0099781
                 223,            0.012092,           0.0056859,           0.0039167,              0.7016,              0.7417,             0.76263,             0.60864,           0.0076275,           0.0039516,            0.011049,            0.009978,            0.009978,            0.009978
                 224,            0.012052,           0.0056994,           0.0041252,               0.702,             0.74153,             0.76249,             0.60829,           0.0076382,           0.0039513,            0.011076,           0.0099779,           0.0099779,           0.0099779
                 225,            0.011833,           0.0056591,           0.0038616,             0.70155,             0.74259,             0.76291,             0.60857,           0.0076419,           0.0039501,            0.011094,           0.0099778,           0.0099778,           0.0099778
                 226,             0.01182,           0.0055984,            0.004187,             0.70212,              0.7423,             0.76243,             0.60849,           0.0076408,           0.0039439,            0.011128,           0.0099777,           0.0099777,           0.0099777
                 227,            0.011898,           0.0056569,           0.0041783,             0.70348,              0.7403,             0.76279,             0.60857,            0.007642,           0.0039408,            0.011148,           0.0099776,           0.0099776,           0.0099776
                 228,            0.011866,           0.0056207,           0.0040097,              0.7034,             0.74206,             0.76329,             0.60894,           0.0076368,           0.0039359,            0.011159,           0.0099775,           0.0099775,           0.0099775
                 229,            0.012059,           0.0056964,           0.0041993,             0.70315,             0.74276,             0.76471,             0.61006,           0.0076165,           0.0039374,             0.01112,           0.0099774,           0.0099774,           0.0099774
                 230,            0.012215,           0.0057912,            0.004243,             0.70268,             0.74439,             0.76526,             0.61075,           0.0076063,           0.0039414,            0.011089,           0.0099773,           0.0099773,           0.0099773
                 231,            0.011897,           0.0056987,           0.0041013,             0.70387,             0.74382,             0.76571,             0.61095,           0.0075916,           0.0039514,            0.011063,           0.0099772,           0.0099772,           0.0099772
                 232,            0.011923,           0.0056223,           0.0041012,             0.70555,             0.74292,             0.76565,             0.61052,           0.0075801,           0.0039616,            0.011107,           0.0099771,           0.0099771,           0.0099771
                 233,            0.011977,           0.0056666,           0.0038619,             0.70326,             0.74433,             0.76589,             0.61023,           0.0075763,           0.0039697,             0.01114,            0.009977,            0.009977,            0.009977
                 234,             0.01206,           0.0056939,            0.004117,             0.70235,             0.74417,             0.76482,             0.60978,           0.0075633,           0.0039727,            0.011176,           0.0099769,           0.0099769,           0.0099769
                 235,            0.011858,           0.0055695,           0.0038932,             0.70228,              0.7426,             0.76366,              0.6089,            0.007564,           0.0039821,            0.011199,           0.0099768,           0.0099768,           0.0099768
                 236,            0.011979,           0.0056219,             0.00372,             0.70219,             0.74202,             0.76352,             0.60877,           0.0075621,           0.0039876,            0.011173,           0.0099767,           0.0099767,           0.0099767
                 237,            0.011966,           0.0056676,           0.0040544,             0.70176,             0.74178,             0.76353,             0.60828,           0.0075678,           0.0039861,            0.011188,           0.0099766,           0.0099766,           0.0099766
                 238,            0.011918,           0.0056527,           0.0041097,             0.70235,             0.74096,              0.7635,             0.60763,           0.0075773,           0.0039714,            0.011188,           0.0099765,           0.0099765,           0.0099765
                 239,            0.012248,           0.0057429,           0.0042566,             0.70135,              0.7415,             0.76292,             0.60752,           0.0075857,           0.0039715,            0.011187,           0.0099764,           0.0099764,           0.0099764
                 240,            0.011726,           0.0056354,           0.0038113,             0.70372,             0.73998,             0.76137,             0.60632,            0.007583,           0.0039708,            0.011246,           0.0099763,           0.0099763,           0.0099763
                 241,            0.011899,           0.0056715,           0.0039387,             0.70329,             0.73871,             0.76112,             0.60595,            0.007572,           0.0039684,             0.01129,           0.0099762,           0.0099762,           0.0099762
                 242,            0.011958,           0.0056044,           0.0038587,              0.7179,             0.72513,             0.76144,             0.60656,           0.0075586,           0.0039736,            0.011298,           0.0099761,           0.0099761,           0.0099761
                 243,            0.011905,           0.0055723,           0.0041745,             0.71818,             0.72423,             0.76113,             0.60659,           0.0075439,           0.0039772,            0.011346,            0.009976,            0.009976,            0.009976
                 244,            0.011969,           0.0055743,           0.0040107,             0.71585,             0.72653,             0.76057,             0.60583,           0.0075406,           0.0039908,            0.011358,           0.0099759,           0.0099759,           0.0099759
                 245,            0.011638,            0.005601,            0.003731,             0.71425,             0.72649,             0.76032,              0.6054,           0.0075385,           0.0039934,             0.01137,           0.0099758,           0.0099758,           0.0099758
                 246,            0.011872,           0.0056327,           0.0037508,             0.71344,             0.72698,             0.76041,             0.60536,           0.0075361,           0.0039956,             0.01136,           0.0099757,           0.0099757,           0.0099757
                 247,            0.012083,           0.0056929,           0.0039541,             0.71311,             0.72706,             0.76044,             0.60476,           0.0075429,           0.0039998,            0.011331,           0.0099756,           0.0099756,           0.0099756
                 248,            0.012147,           0.0056408,           0.0039625,             0.71405,             0.72633,             0.75973,             0.60397,           0.0075471,           0.0039998,            0.011332,           0.0099755,           0.0099755,           0.0099755
                 249,            0.011785,           0.0056252,           0.0040802,             0.71458,             0.72583,             0.75917,             0.60397,           0.0075397,           0.0039953,            0.011345,           0.0099754,           0.0099754,           0.0099754
                 250,             0.01165,           0.0056384,           0.0039451,             0.71444,             0.72559,             0.75909,             0.60384,           0.0075341,           0.0039897,            0.011376,           0.0099753,           0.0099753,           0.0099753
                 251,            0.011657,           0.0055071,            0.003826,             0.71436,             0.72586,              0.7592,             0.60339,           0.0075381,           0.0039891,            0.011409,           0.0099753,           0.0099753,           0.0099753
                 252,            0.012027,           0.0056282,           0.0039907,             0.71616,             0.72518,             0.75873,             0.60264,           0.0075408,           0.0039849,            0.011427,           0.0099752,           0.0099752,           0.0099752
                 253,            0.011924,           0.0056041,           0.0036715,             0.72796,             0.71681,             0.75939,             0.60292,           0.0075314,           0.0039744,            0.011417,           0.0099751,           0.0099751,           0.0099751
                 254,             0.01211,           0.0056472,           0.0041022,             0.73845,             0.70898,             0.75954,             0.60229,           0.0075374,           0.0039741,            0.011373,            0.009975,            0.009975,            0.009975
                 255,            0.011875,           0.0056443,           0.0039552,             0.73987,             0.70872,               0.759,             0.60137,            0.007544,           0.0039802,            0.011345,           0.0099749,           0.0099749,           0.0099749
                 256,            0.011834,           0.0055754,           0.0039242,             0.73807,             0.70963,             0.75854,             0.60089,           0.0075464,           0.0039772,            0.011348,           0.0099748,           0.0099748,           0.0099748
                 257,            0.011846,           0.0056192,           0.0036937,             0.73782,             0.71054,             0.75853,             0.60053,           0.0075422,           0.0039759,             0.01134,           0.0099747,           0.0099747,           0.0099747
                 258,            0.011943,           0.0055849,           0.0038854,             0.73981,             0.71005,             0.75772,             0.60031,           0.0075459,           0.0039792,            0.011348,           0.0099746,           0.0099746,           0.0099746
                 259,            0.011847,           0.0055612,           0.0040199,              0.7404,             0.71067,             0.75734,             0.59909,           0.0075564,           0.0039971,            0.011311,           0.0099745,           0.0099745,           0.0099745
                 260,            0.011857,            0.005601,           0.0041867,              0.7407,             0.71029,             0.75777,             0.59872,           0.0075663,           0.0040134,            0.011276,           0.0099744,           0.0099744,           0.0099744
                 261,            0.011828,           0.0055886,           0.0039219,             0.74151,             0.71233,             0.75884,             0.59909,           0.0075692,           0.0040258,            0.011219,           0.0099743,           0.0099743,           0.0099743
                 262,            0.011645,           0.0056373,            0.003994,             0.73361,             0.71541,             0.75993,             0.59954,           0.0075756,           0.0040353,            0.011159,           0.0099742,           0.0099742,           0.0099742
                 263,            0.011834,           0.0054899,           0.0037027,             0.73541,             0.71463,             0.76036,             0.59999,           0.0075778,           0.0040422,            0.011124,           0.0099741,           0.0099741,           0.0099741
                 264,            0.011686,           0.0055794,           0.0040445,             0.73714,             0.71453,             0.76104,             0.60012,           0.0075842,            0.004049,            0.011092,            0.009974,            0.009974,            0.009974
                 265,            0.012127,           0.0056002,            0.004231,             0.72036,             0.72723,             0.76141,             0.59951,           0.0075947,           0.0040587,            0.011039,           0.0099739,           0.0099739,           0.0099739
                 266,            0.011698,           0.0055863,           0.0040083,             0.71218,             0.73206,              0.7604,             0.59827,           0.0075984,           0.0040747,             0.01102,           0.0099738,           0.0099738,           0.0099738
                 267,            0.011741,           0.0055994,           0.0037138,             0.71621,             0.72905,             0.75972,             0.59716,           0.0075975,           0.0040854,            0.010979,           0.0099737,           0.0099737,           0.0099737
                 268,            0.011787,           0.0055959,           0.0042979,             0.71448,             0.73158,             0.75924,              0.5963,           0.0076013,           0.0041051,            0.010922,           0.0099736,           0.0099736,           0.0099736
                 269,            0.011631,           0.0055465,           0.0038864,             0.71559,             0.73145,             0.75934,             0.59599,           0.0076078,           0.0041223,            0.010847,           0.0099735,           0.0099735,           0.0099735
                 270,            0.011732,           0.0055501,           0.0039973,             0.71516,             0.73184,             0.75943,             0.59557,           0.0076064,           0.0041271,            0.010805,           0.0099734,           0.0099734,           0.0099734
                 271,            0.011838,           0.0055726,           0.0039739,             0.71682,             0.73163,              0.7589,             0.59537,            0.007607,           0.0041316,            0.010771,           0.0099733,           0.0099733,           0.0099733
                 272,            0.011728,           0.0055596,           0.0039177,              0.7178,             0.72971,             0.75888,             0.59513,           0.0076082,           0.0041374,            0.010731,           0.0099732,           0.0099732,           0.0099732
                 273,            0.011642,           0.0055068,           0.0040255,             0.71664,             0.73037,             0.75885,             0.59478,            0.007617,           0.0041363,            0.010725,           0.0099731,           0.0099731,           0.0099731
                 274,            0.011676,           0.0055393,           0.0042197,             0.71777,             0.73025,              0.7591,             0.59458,           0.0076283,           0.0041361,             0.01069,            0.009973,            0.009973,            0.009973
                 275,            0.011772,           0.0055936,           0.0039422,             0.71855,             0.73034,              0.7597,              0.5952,           0.0076312,           0.0041375,            0.010632,           0.0099729,           0.0099729,           0.0099729
                 276,            0.012119,           0.0057613,           0.0041133,             0.71717,             0.73336,             0.76009,             0.59539,           0.0076391,           0.0041395,            0.010578,           0.0099728,           0.0099728,           0.0099728
                 277,            0.011901,            0.005555,           0.0042501,             0.71715,             0.73449,             0.76021,             0.59535,           0.0076474,           0.0041456,            0.010504,           0.0099727,           0.0099727,           0.0099727
                 278,            0.011731,           0.0055393,           0.0037509,             0.71626,             0.73541,             0.76081,              0.5954,           0.0076528,            0.004147,            0.010475,           0.0099726,           0.0099726,           0.0099726
                 279,             0.01185,           0.0055607,           0.0039257,             0.71465,             0.73704,             0.76082,             0.59495,           0.0076538,           0.0041509,            0.010478,           0.0099725,           0.0099725,           0.0099725
                 280,            0.011764,           0.0055616,           0.0039608,             0.71737,             0.73549,             0.76018,             0.59395,           0.0076706,           0.0041531,             0.01045,           0.0099724,           0.0099724,           0.0099724
                 281,             0.01182,           0.0055952,           0.0040629,             0.72113,             0.72854,             0.75972,             0.59381,           0.0076854,           0.0041598,             0.01045,           0.0099723,           0.0099723,           0.0099723
                 282,            0.011839,           0.0055943,           0.0041305,             0.72072,             0.72984,              0.7595,             0.59283,           0.0076931,           0.0041626,            0.010487,           0.0099722,           0.0099722,           0.0099722
                 283,            0.011774,           0.0054881,           0.0038229,             0.72265,             0.72935,             0.75871,             0.59207,           0.0076884,           0.0041741,             0.01052,           0.0099721,           0.0099721,           0.0099721
                 284,            0.011871,           0.0056168,           0.0044815,             0.71417,             0.73421,             0.75869,             0.59135,            0.007686,           0.0041842,            0.010547,            0.009972,            0.009972,            0.009972
                 285,            0.011743,            0.005666,           0.0036424,             0.71729,             0.73249,             0.75808,             0.59061,           0.0076872,           0.0041897,            0.010567,           0.0099719,           0.0099719,           0.0099719
                 286,            0.011614,           0.0055439,           0.0038671,             0.71881,             0.73164,             0.75819,             0.59029,           0.0076909,           0.0042033,            0.010536,           0.0099718,           0.0099718,           0.0099718
                 287,            0.011842,           0.0055057,           0.0038198,             0.71908,             0.73179,             0.75784,              0.5898,           0.0076891,           0.0042129,            0.010526,           0.0099717,           0.0099717,           0.0099717
                 288,            0.011789,           0.0054858,           0.0039138,             0.71804,             0.73306,             0.75804,             0.58973,           0.0076842,           0.0042193,            0.010518,           0.0099716,           0.0099716,           0.0099716
                 289,            0.011701,           0.0055077,           0.0039633,             0.71871,             0.73294,             0.75804,             0.58965,           0.0076854,           0.0042213,             0.01054,           0.0099715,           0.0099715,           0.0099715
                 290,            0.011554,           0.0055477,           0.0036822,             0.71883,             0.73335,             0.75808,             0.58971,           0.0076854,           0.0042254,            0.010541,           0.0099714,           0.0099714,           0.0099714
                 291,            0.011501,           0.0055593,           0.0037907,             0.71987,             0.73472,             0.75799,             0.58922,           0.0076859,           0.0042243,            0.010562,           0.0099713,           0.0099713,           0.0099713
                 292,            0.011579,           0.0055495,           0.0039407,             0.70923,             0.74219,             0.75786,             0.58927,           0.0076833,           0.0042362,            0.010564,           0.0099712,           0.0099712,           0.0099712
                 293,            0.011788,           0.0055404,           0.0039856,             0.71084,             0.74197,             0.75807,             0.58956,           0.0076847,            0.004236,            0.010565,           0.0099711,           0.0099711,           0.0099711
                 294,            0.011687,           0.0054726,           0.0037671,             0.71056,             0.74154,             0.75848,             0.58999,           0.0076777,           0.0042343,            0.010534,            0.009971,            0.009971,            0.009971
                 295,            0.011475,           0.0054679,           0.0037755,             0.71062,             0.74154,             0.75931,              0.5904,           0.0076638,           0.0042314,            0.010516,           0.0099709,           0.0099709,           0.0099709
                 296,            0.011751,           0.0054351,           0.0038342,             0.71636,             0.73865,             0.75905,             0.59026,           0.0076602,           0.0042296,            0.010546,           0.0099708,           0.0099708,           0.0099708
                 297,            0.011621,           0.0055259,           0.0037556,             0.71625,             0.73892,             0.75961,             0.59058,           0.0076466,           0.0042254,            0.010557,           0.0099707,           0.0099707,           0.0099707
                 298,            0.011688,           0.0055572,           0.0039728,             0.71711,              0.7372,             0.75881,             0.59019,           0.0076302,           0.0042315,            0.010626,           0.0099706,           0.0099706,           0.0099706
                 299,            0.011803,           0.0054798,           0.0040693,             0.71832,             0.73652,             0.75953,             0.59112,             0.00761,           0.0042346,            0.010633,           0.0099705,           0.0099705,           0.0099705
                 300,            0.011603,           0.0055431,           0.0037792,             0.72062,             0.73409,             0.75939,             0.59085,           0.0076105,           0.0042369,            0.010633,           0.0099704,           0.0099704,           0.0099704
                 301,            0.011641,            0.005516,           0.0038142,             0.72454,             0.73219,             0.75957,             0.59102,           0.0075986,           0.0042443,            0.010657,           0.0099703,           0.0099703,           0.0099703
                 302,            0.011509,           0.0054279,           0.0037944,             0.72417,             0.73213,             0.75904,             0.59072,           0.0075969,            0.004249,            0.010673,           0.0099702,           0.0099702,           0.0099702
                 303,            0.011747,           0.0055725,           0.0040653,              0.7154,             0.74017,             0.75922,             0.59044,            0.007592,           0.0042562,            0.010653,           0.0099701,           0.0099701,           0.0099701
                 304,            0.011721,           0.0055153,           0.0038022,             0.71527,             0.73982,             0.75958,             0.59042,           0.0075871,           0.0042626,            0.010651,             0.00997,             0.00997,             0.00997
                 305,            0.011516,           0.0055274,           0.0039952,             0.71712,             0.74064,             0.75978,             0.59038,           0.0075846,           0.0042674,            0.010626,           0.0099699,           0.0099699,           0.0099699
                 306,            0.011688,            0.005473,           0.0038297,             0.71639,             0.74301,             0.76122,             0.59132,           0.0075784,           0.0042713,            0.010573,           0.0099698,           0.0099698,           0.0099698
